miRNA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,e1036,e1048,e1059,e1044,e1026,e1051,e1041,e1037,e1007,e1045,e1043,e1047,e1029,e1046,e1008,e1019,e1033,e1017,e1049,e1034,e1061,e1015,e1004,e1024,e1039,e1003,e1014,e1001,e1052,e1038,e1020,e1042,e1060,e1054,e1023,e1063,e1062,e1005,e1010,e1055,e1050,e1027,e1006,e1011,e1013,e1009,e1030,e1012,e1040,e1002,e1053,e1032,e1058,e1016,e1056,e1057,e1035,e1031,e1022,e1021
hsa-miR-502-3p,1.596674937,1.583182706,1.622574859,1.279363937,0.916795513,1.115074764,1.188221233,1.377204104,1.858904823,1.026987563,1.250965643,1.354713897,1.508688284,1.377204104,1.622474312,1.153226024,1.418893534,1.540020388,1.691950215,1.540120935,1.540020388,1.188221233,1.114974217,1.153226024,1.22071483,1.279363937,1.22071483,1.398496233,1.64683963,1.457044794,1.524634146,1.646940177,1.47504427,1.64683963,1.880196953,1.377204104,1.39859678,1.524634146,0.849306707,1.250965643,1.25106619,1.583182706,1.073284787,0.975344073,0.671525303,1.188221233,1.836314071,1.18832178,1.026987563,1.39859678,0.97544462,1.188221233,1.114974217,0.849306707,1.670022501,1.18832178,1.153125477,1.6098649,0.849306707,1.658532667,1.02708811,1.540120935,0.916795513,0.76936547,1.418994081,1.115074764,1.250965643,0.97544462,1.634926744,1.220815377,1.596674937,1.722913397,1.418994081,1.188221233,1.457044794,1.250965643,1.35461335,1.751732971,1.377204104,2.03658568,1.49214055,1.622474312,1.438383982,1.114974217,1.02708811,1.153125477,1.47504427,1.250965643,1.418893534,1.540020388,1.492241097,1.39859678,1.670022501,1.39859678,1.398496233,1.354713897,1.250965643,1.540120935,1.554985507,1.457145341,1.07318424,1.7127328,1.25106619,1.418994081,1.02708811,1.492241097,1.524734693,1.22071483,1.474943723,1.153125477,1.68112342,1.524734693,1.524734693,1.596775484,1.622574859,1.49214055,1.751732971,1.02708811,1.418893534,1.265519461,1.944816153,1.445348975,1.155376824,1.621886701,1.338716999,1.265134654,1.401657119,1.475603701,1.133918716,1.325384467,1.845078955,0.821712816,0.97554731,1.296137085,1.760682915,1.035027508,1.445348975,0.48208234,0.975162502,1.485221167,1.600789388,1.310817237,1.494622493,1.296521893,1.593513702,1.563075453,1.512814115,1.280922994,1.325384467,1.248727006,1.195633824,1.691629269,1.837340375,1.455678917,1.06241145,1.578956157,1.11130016,1.195633824,1.035412315,1.265519461,1.311202044,1.563460261,1.324999659,1.311202044,1.248727006,1.578571349,1.311202044,2.104123944,1.563075453,1.087773237,1.133918716,1.377745389,1.175787769,1.538699157,1.475603701,1.412734436,1.475603701,1.600789388,1.423890868
hsa-miR-503-5p,1.267223329,1.507087595,1.213790401,1.042559197,0.948899384,1.184654152,1.314194817,1.153357754,1.394303475,1.120130587,1.120130587,1.335280874,1.376106654,1.520359485,1.755314671,1.313619299,1.267223329,1.120130587,1.44607943,1.677743281,1.559945006,1.376106654,0.656177707,0.826833393,0.750413039,0.891932475,1.376106654,1.446654948,1.722813399,1.214365919,1.446654948,1.213790401,1.082809459,1.520935003,1.043134715,0.74983752,1.335280874,1.559945006,0.655602189,0.948899384,1.241045542,1.314194817,1.042559197,1.214365919,0.74983752,1.083384977,1.813656679,0.74983752,0.827408911,1.520359485,0.655602189,1.18522967,0.998640114,0.891932475,1.617310634,0.826833393,0.892507993,1.313619299,0.655602189,1.083384977,1.375531135,1.462017477,0.998640114,0.362880513,1.082809459,1.429516205,1.376106654,0.948323865,1.738801107,0.998064596,1.18522967,1.042559197,1.153357754,0.750413039,1.153933272,0.827408911,0.948899384,1.430091723,1.082809459,1.18522967,1.24162106,1.507087595,1.394878993,1.291361791,0.826833393,0.948899384,1.412276746,1.153933272,1.120130587,1.572186677,1.559369487,1.520359485,1.533767218,1.213790401,1.043134715,1.290786273,1.18522967,1.119555069,1.429516205,1.617310634,0.892507993,1.584083468,0.998064596,1.266647811,0.655602189,0.998064596,0.998064596,1.214365919,1.18522967,1.446654948,1.184654152,1.429516205,1.477375828,1.184654152,1.042559197,1.24162106,1.477951346,1.119555069,1.314194817,1.201373078,1.731564818,1.292057802,1.416020697,0.988528419,1.177696765,0.988528419,1.201373078,1.060446887,0.799360073,0.901918364,1.561758027,0.901918364,0.852762779,0.988528419,1.526307065,0.988528419,1.292057802,0.665142995,0.854311341,1.526307065,1.44613092,0.988528419,1.122745497,1.176148203,1.202921641,1.38383231,1.50108219,1.366865112,1.444582358,1.400204045,1.024323505,1.652796064,1.499533627,1.526307065,1.310365281,1.290509239,1.249615233,1.269770423,0.7355129,0.852762779,1.024323505,1.382283747,1.122745497,0.663594433,1.177696765,1.594704409,1.269770423,1.121196935,1.249615233,1.09108671,1.151029704,1.269770423,1.122745497,0.988528419,1.271318986,0.665142995,1.311913843,1.573000656,1.271318986
hsa-miR-532-5p,2.915222996,2.937841416,2.472914927,2.423424708,2.476242701,2.629444413,2.614043547,2.567881013,2.706550294,2.443309975,2.417261365,2.537616474,2.486124003,2.574463173,2.809267776,2.497192204,2.348531425,2.426752482,2.528966155,2.923922839,2.512911734,2.422981941,2.935080359,2.676988816,2.934525944,2.579655042,3.003401585,3.133251704,3.373144739,2.694373318,2.66892939,2.919952088,2.386147159,3.344081216,2.837513237,2.619013329,3.083724412,3.261464026,2.29471265,2.712722051,2.928414979,2.886353126,2.827123564,2.786157856,2.580942963,3.101420577,3.131872093,2.578363128,2.411461149,3.17800137,2.778850662,3.038987463,2.884480574,2.594853398,3.201560219,2.698870038,2.660447833,2.737698486,2.707500447,2.760849579,2.932306261,2.508054996,2.782977367,2.551646152,2.661382419,2.802931742,2.946016473,2.573155034,3.155951671,2.623681637,3.16057136,2.809670035,2.791453274,3.001516323,3.052161333,2.530834586,3.236963939,3.050064489,3.038242189,2.790883525,2.770829507,3.35976698,3.147135414,2.855332883,2.406181886,2.543788232,2.942688699,2.494183095,3.052579439,3.237232308,2.950176691,3.043359659,3.097720967,2.774024638,2.712722051,2.390231918,2.951911186,2.970857962,3.211019992,3.072020213,2.864621466,3.28340411,2.565218755,3.06079145,2.471245016,3.017570745,2.74643344,2.95824807,2.905820237,2.840999801,3.030446165,2.867157399,3.111262569,3.034362411,3.118403139,3.181329144,3.417197218,2.907220367,2.977701724,2.792285664,3.488932068,3.014205445,2.700515586,2.571202445,2.819252829,2.716684896,2.804884366,2.787392697,2.541462187,2.68505976,3.19037676,2.81716699,2.523057919,2.625756971,3.205386949,2.529446754,2.984711639,2.645343757,2.560854994,2.942546662,2.923431218,2.619049958,2.77219581,2.940762675,2.938167346,2.789781016,2.870837796,2.825383413,2.913457516,2.632373347,2.594927007,3.067930623,3.288623473,2.976645487,2.659109474,2.823738958,2.765356781,2.711075012,2.54082777,2.831296398,2.936460325,3.159557979,2.964291484,2.896874785,2.849165783,3.142080376,2.888844433,3.334789973,2.826489864,2.518005198,2.544420531,2.82753226,2.348843622,2.966372253,2.777721185,2.409433729,2.718755107,2.933304419,2.55799459
hsa-miR-543,1.075572708,1.454120784,1.285319091,1.458561468,1.990422402,2.158041847,1.960626632,2.228813049,-0.030170733,1.075572708,2.339174709,1.834824267,1.385250738,1.820861538,1.771706472,1.389691422,1.280878407,2.302495992,1.458561468,1.370677022,1.613472791,1.540864053,1.850542083,1.975221639,2.104300856,1.48938548,1.944948849,1.850542083,1.590556437,1.763798814,0.834764725,1.041139235,0.770335361,1.231186023,1.990422402,1.407929504,1.606602214,1.484944796,1.606602214,2.209912497,1.970173325,-0.034611417,1.680355052,1.421011495,1.639711503,1.694928767,1.469798567,1.041139235,2.136611627,1.768239499,2.371347551,1.965732641,1.882241258,2.471041609,1.954676826,1.975221639,2.265139622,2.134071373,2.46938383,0.684438701,2.294828321,1.041139235,1.704140866,2.174408914,0.951485396,2.193289369,1.685522716,2.093595311,1.70858155,1.474239251,0.684438701,1.639711503,1.791554578,1.437872777,2.096791923,1.469798567,1.685522716,2.191919288,2.53849108,1.802007638,1.385250738,1.346376581,2.377130905,2.371024601,1.699369451,2.323496926,1.558255527,2.129630689,1.366236338,1.739199705,1.99964143,0.998557415,1.389691422,1.570841457,1.635270819,0.460657332,1.590556437,1.848363817,1.650224247,1.944038919,2.027290398,1.421011495,1.726454772,2.147925846,1.041139235,1.17970745,1.87427084,1.469798567,1.739199705,1.303794761,1.350817266,1.806448322,1.916280244,2.287402594,1.938623447,1.900234466,1.231186023,1.74364039,1.613472791,1.365898123,1.058544904,1.810581884,2.06808882,0.81592003,1.826922168,2.001485708,1.999545406,1.446577893,2.104376076,1.958164976,1.446577893,2.043502252,1.981264541,1.750727115,0.376165991,1.763435529,1.832223986,1.826922168,2.031396152,1.687945996,1.40286745,1.155077584,1.208527714,1.925133347,0.653619898,0.81592003,1.297847922,1.125413543,1.929414472,1.182694145,2.094543459,2.217375056,1.24490072,1.155077584,2.362007651,0.990326261,2.125174592,2.373404332,2.663303223,2.713163361,1.889128743,2.320956159,1.67254866,1.781747665,2.753905916,1.84262149,2.676032908,0.889729776,0.376165991,2.173584835,1.702772926,1.137519642,1.23279462,1.432531491,0.653619898,1.40286745,1.730874384,1.510248528,1.370827845
hsa-miR-550a-5p,1.25091049,1.584722289,1.249789839,1.118478521,1.278234377,1.189204761,1.32810057,1.189204761,0.927120085,1.350991188,1.034640556,1.118478521,1.303901223,1.302780572,1.530017491,1.220580099,1.119599172,1.22170075,1.371586749,1.883428287,1.3727074,0.984774364,0.928240737,1.326979919,1.22170075,0.983653712,0.862977453,1.449897481,1.644451202,1.413059186,1.32810057,1.220580099,1.033519905,1.597361237,1.25091049,1.277113726,1.118478521,1.190325412,0.690193699,1.190325412,1.189204761,1.393363853,1.078126735,0.785787373,0.784666722,1.303901223,1.499763673,0.690193699,1.079247387,1.392243202,0.927120085,1.530017491,0.69131435,0.690193699,1.392243202,1.155316816,0.984774364,1.302780572,0.861856802,1.119599172,1.277113726,1.249789839,1.034640556,0.861856802,1.371586749,1.118478521,1.413059186,1.033519905,1.724218238,1.326979919,1.393363853,1.277113726,1.155316816,1.079247387,1.32810057,0.984774364,1.079247387,1.350991188,1.249789839,1.25091049,1.431878876,1.483785426,1.190325412,0.928240737,0.927120085,1.350991188,1.302780572,0.862977453,1.32810057,1.57169439,0.983653712,1.349870537,1.302780572,1.118478521,0.928240737,0.861856802,1.034640556,1.277113726,1.189204761,1.371586749,0.984774364,1.431878876,0.861856802,1.326979919,0.396733686,1.349870537,0.103273672,0.984774364,1.25091049,1.079247387,1.466059772,1.249789839,0.983653712,1.249789839,1.220580099,1.413059186,1.644451202,1.189204761,1.034640556,1.165021548,1.756751264,1.266714236,1.070178316,1.121627356,1.210002743,1.248572123,1.226788442,1.332907619,0.980368619,0.906163101,1.653532959,0.906163101,0.58553776,0.946088895,1.613284577,1.096617774,1.417243115,0.824728477,0.868815591,1.229689314,1.189440932,0.980368619,0.980368619,1.093716902,1.48854776,1.248572123,1.442252697,1.042135513,1.517560548,1.229689314,0.865914719,1.345174158,1.485646888,1.317225962,1.18654006,1.207101871,1.189440932,0.906163101,0.865914719,1.142452946,1.345174158,1.330006747,1.229689314,1.226788442,1.210002743,1.266714236,1.067277444,1.694719202,1.317225962,0.943188023,0.775992433,1.18654006,1.070178316,1.442252697,1.229689314,1.248572123,0.868815591,1.404212264,1.189440932
hsa-miR-574-5p,1.025739419,0.976850543,0.856689012,1.79836442,1.145149257,1.288971208,1.565040213,1.899486027,0.400681749,1.109032948,1.025739419,1.144397563,1.525479273,2.145947478,1.289722901,1.760944891,2.546394831,0.921424907,0.920673214,2.052550894,1.432857808,1.35718056,2.068536433,1.588711781,1.684450049,1.971406907,1.64488911,1.986073055,2.093920148,1.612529169,1.761696584,1.144397563,1.588711781,2.207128098,1.449802026,1.81243613,1.85199707,1.839976196,1.208381765,1.937753947,1.910555367,1.377432171,1.760944891,1.496842008,1.551515951,1.905809289,1.972158601,1.683698356,1.449802026,2.048653441,1.910555367,1.806211598,1.839976196,1.768703541,2.028597574,1.48099499,1.911307061,2.007523215,1.719814664,1.178373039,1.893838651,1.910555367,1.737510576,1.576679759,1.654386721,1.79836442,1.865140003,2.024467433,1.510655869,1.335138266,2.003928526,1.702149203,1.588711781,1.693777987,1.922088855,1.702900897,1.784550559,1.911307061,1.744978472,1.806211598,1.35718056,1.634380304,1.665140722,1.791897224,1.551515951,1.813187823,1.79836442,1.806211598,1.432857808,1.905809289,1.888113378,1.465329897,1.576679759,2.003176833,1.552267645,1.654386721,1.481746683,1.805459904,1.79836442,1.971406907,1.952849273,1.947878246,1.942095271,1.858238928,1.791145531,1.79836442,1.674155967,1.720566358,1.481746683,1.777071515,1.791145531,1.882308029,1.882308029,1.776319822,1.888113378,1.784550559,1.745730165,1.588711781,1.589463474,1.415630359,1.968781061,1.557348188,1.836973555,1.432480176,1.732352407,1.830644047,1.760027261,1.44647715,1.599659671,1.336597523,2.084452713,1.781477773,1.597212593,1.61953671,1.511095309,1.387955506,1.959038402,1.797727396,1.486247146,1.708498561,1.486247146,1.154429644,1.498826544,1.745194526,1.683441502,1.372180858,1.647936422,1.043558606,2.146437319,1.534759767,1.597212593,1.989886244,1.729905329,1.708498561,1.617089632,1.910218443,1.817737874,1.893746448,1.729905329,1.904788229,1.815290796,1.966333983,1.959038402,1.57650711,2.310760148,1.890579232,2.058527581,2.229697938,1.245017878,1.444030072,1.824232864,1.483800068,1.403244703,1.836973555,1.22387172,1.073680536,2.00145027,1.534759767,1.546182331
hsa-miR-576-3p,1.644643519,2.034962609,2.195536363,1.467094831,1.288444998,1.309576138,1.579839573,1.395670379,2.102308516,1.515035628,1.627124588,1.480031037,1.806430204,1.610418156,1.769851186,1.610418156,1.515035628,1.452173458,1.970601479,1.637549731,2.003286195,1.016607134,1.288444998,1.225215479,1.378230163,1.201186453,1.086835587,1.117990098,1.644643519,1.378230163,1.409384673,1.528128406,1.808004631,1.086835587,1.96504225,1.309576138,1.201186453,1.26793393,0.592911104,1.086835587,1.309576138,1.644643519,1.201186453,0.591336677,0.828169949,0.882731253,1.866199436,1.37980459,0.470397002,1.37980459,0.828169949,1.053186153,1.053186153,0.828169949,1.671199166,0.933820903,0.882731253,1.571283547,0.301516529,1.548685063,1.018181562,1.516610055,0.685144778,0.301516529,1.480031037,1.14856868,1.465520404,1.290019425,1.610418156,1.55025949,1.559328505,1.591306069,1.05476058,1.26793393,1.548685063,0.932246476,1.36174203,1.589731642,1.119564525,1.817948555,0.932246476,1.36174203,1.26793393,1.053186153,0.592911104,1.053186153,1.395670379,0.761791577,1.394095952,1.378230163,1.480031037,1.309576138,1.467094831,1.71710584,1.246370561,1.671199166,1.326688943,1.480031037,1.247944988,1.808004631,1.326688943,1.394095952,1.539339565,1.32826337,1.247944988,1.694778813,1.480031037,1.36174203,1.394095952,1.199612026,1.796161777,1.269508357,1.290019425,1.504767201,1.571283547,1.308001711,1.608843729,0.978113781,1.344580729,1.053314785,1.856497738,1.271516381,1.482952547,1.84780452,1.463612427,1.173143671,1.573801192,1.44344908,0.879863233,1.053314785,1.59990674,0.947596702,0.724924424,1.093998935,1.84780452,1.208253594,1.59990674,0.94312602,0.94312602,1.173143671,1.24094015,1.327318113,1.173143671,1.139692748,1.668689207,1.717323373,1.705624824,1.536643954,1.925306729,0.806831706,0.884333915,1.275987063,1.589335933,1.300238334,1.177614353,1.765897239,0.806831706,1.098469617,0.884333915,1.331788795,1.381705146,1.523884841,1.501534032,1.304709016,1.400349641,1.705624824,1.053314785,2.094287598,1.668689207,1.003398434,0.806831706,1.098469617,1.208253594,1.536643954,1.614485342,1.761426557,1.422389295,1.553269069,1.422389295
hsa-miR-584-5p,2.82778082,2.523332081,2.594428156,2.349738216,2.802062162,2.754963165,2.583871075,2.469497442,2.380305257,2.802062162,2.722572175,2.957572116,2.596660383,2.587120329,2.573553906,2.635063315,2.738493783,2.734567255,2.489511147,2.682002155,2.372383835,2.528621162,2.575447902,2.294119946,2.616033229,2.68051585,2.610834045,2.56006178,2.652385898,2.453074594,2.649202875,2.623348052,2.275771684,2.728610733,2.72526625,2.258574991,2.49522778,2.552161395,2.372860944,2.685218913,2.587120329,1.967614001,2.514125029,2.419330297,2.573080939,2.369370356,2.639512769,2.403311687,2.785991167,2.668440471,2.43046956,2.637056407,2.643576371,2.762437087,2.738318908,2.664597682,2.843441751,2.69874206,2.54963877,2.304294199,2.725743359,2.61822979,2.56589503,2.735044364,2.344963655,2.768569486,2.727943874,2.814217386,2.754963165,2.631747916,2.771126712,2.508651056,2.551640871,2.781289144,2.657901185,2.733909401,2.48090343,2.610834045,2.75370503,2.797530241,2.735224122,2.714389178,2.588481628,2.58664322,2.396250996,2.835681204,2.363757652,2.65868345,2.363280543,2.639512769,2.769785742,2.635888263,2.638353833,2.636711661,2.770521522,1.758979231,2.181650987,2.712796451,2.736357118,2.664597682,2.969963127,2.774740409,2.567336847,2.625884951,2.533284073,2.377342682,2.490660452,2.768092377,2.489034038,2.500393727,2.494090401,2.766126809,2.835113117,2.888728377,2.72237317,2.579211525,2.633759704,2.730418524,2.578273644,2.352301014,2.809337119,2.686882964,2.76737463,2.539746868,2.58376001,2.392074071,2.587324155,2.604936474,2.612803722,2.443760227,2.713435041,2.684844718,2.261270577,2.638495557,2.615909598,2.21333796,2.58542763,2.500859416,2.482104913,2.518807982,2.462468681,2.284057766,2.341547512,2.750555102,2.693359659,2.320120329,2.407643767,2.62052554,2.729779293,2.49881668,2.59881474,2.772488668,2.721412292,2.432369236,2.865062794,2.543495895,2.600144011,2.590639558,2.664594947,2.890790671,2.504788735,2.794342987,2.587088621,2.337433307,3.041018335,2.860590278,3.142457478,2.559808798,2.464696624,2.664594947,2.492627849,2.325145995,2.24080484,2.688186361,2.29753437,2.399931453,2.851887078,2.570173821,2.615909598
hsa-miR-589-5p,1.769129816,1.439307483,1.018522802,1.455763317,1.439307483,1.345131901,1.345289781,1.166641636,1.799876635,1.323811806,1.385336573,1.439149603,1.345289781,1.277273051,1.530712648,1.345131901,1.252269159,1.277430931,1.617639869,1.365610531,1.323811806,1.098940665,1.277430931,1.40391391,1.301231925,1.225423645,1.225581525,1.134176358,1.422042088,1.59462339,1.252269159,1.225423645,1.502144192,1.639812894,1.345289781,1.225423645,1.134018478,1.277430931,1.060479406,1.40407179,1.197013067,1.557400284,1.301074045,1.060637286,1.060479406,1.301231925,1.502302072,1.225423645,0.793809541,1.345131901,1.252111279,1.134176358,1.323811806,1.301074045,1.421884208,1.301074045,0.9204504,1.421884208,1.252111279,1.40407179,1.323653926,1.59446551,1.277430931,1.134018478,1.455763317,1.134018478,1.277430931,1.365610531,1.439149603,1.48722035,1.502302072,1.301074045,1.225423645,1.502302072,1.471930639,1.018680681,1.323811806,1.40407179,1.098782786,1.455921197,1.301231925,1.439307483,1.502302072,1.277430931,0.793651661,1.134176358,1.060479406,1.345289781,1.40407179,1.225581525,1.277273051,1.345131901,1.516578638,1.670741655,1.252269159,1.905505597,1.197170947,1.557242404,1.323653926,1.557242404,1.502302072,1.48737823,1.557242404,1.166641636,1.197013067,1.439149603,1.252111279,1.277430931,1.502302072,0.861668391,1.59446551,1.455763317,1.617639869,1.455763317,1.365610531,1.471930639,1.557400284,1.166641636,1.166799515,1.466535889,1.693500382,1.33513543,1.215949906,1.441167595,1.413537627,1.299086967,1.453787315,1.58625505,1.279813912,1.215416268,1.566981995,1.215416268,1.080595079,1.33513543,1.766605573,1.16715287,1.514469274,0.97243226,1.011918883,1.299086967,1.383932466,1.192269405,1.317503153,1.298553329,1.78449163,1.595565464,1.383932466,1.279813912,1.877570856,1.14041482,1.139881182,1.524984184,1.502584352,1.14041482,1.259066706,1.334601792,1.111831352,1.011385245,1.2378161,1.35151418,1.259066706,1.398465797,1.299086967,1.080595079,1.383932466,1.566981995,1.35151418,1.80110372,1.279813912,1.139881182,1.047967346,1.259066706,1.047967346,1.317503153,1.352047818,1.413537627,1.368296801,1.398999435,1.33513543
hsa-miR-625-3p,1.77049988,1.869120333,1.437931588,1.718676958,1.895963608,1.857157083,1.679034806,1.944501421,1.873860211,1.777341978,1.742036428,2.630830603,1.703709775,1.762792751,2.006267829,2.013583852,1.98966783,1.916337513,1.839807224,2.233619176,1.911330213,1.652921669,2.190684356,1.839807224,1.77049988,1.755735144,1.790720545,1.880051331,1.661796191,1.98966783,1.595633306,1.710882871,1.594874359,1.77049988,1.972429216,1.997285738,1.733869894,1.703709775,1.84566546,1.790720545,2.322211733,1.264152397,1.993116884,1.695634804,1.584571637,1.679034806,1.756494092,1.61479536,1.852207053,1.839807224,2.11358535,1.949904438,2.244068203,2.349498779,1.89520466,1.905507384,1.846424408,1.925428384,2.282303292,1.342288645,1.89520466,2.001416171,1.916337513,1.925428384,1.879292383,2.162081129,1.852207053,1.930273283,1.776583031,1.733869894,1.670498382,1.652162721,1.796504031,1.828614831,1.949904438,1.541574028,1.493078248,2.0143428,1.686652714,1.784081184,2.006267829,1.605704489,1.763551698,1.945260369,1.594874359,2.154137887,1.437931588,1.911330213,1.77049988,1.869120333,2.159199134,1.61479536,1.748564611,1.976042486,1.679034806,1.437931588,1.466708953,2.123087092,1.702950827,1.755735144,1.679034806,1.852207053,1.710882871,2.187217552,1.669739435,1.479328573,1.694875857,1.810068099,1.763551698,1.906266331,2.083808064,2.033156776,2.328200447,2.268924725,1.935066363,1.679034806,1.727096754,2.238490405,2.260537463,1.633245045,1.646784005,1.927926996,2.075805258,1.699858693,1.954976188,1.496820967,1.621379396,1.635262337,1.916569945,1.697841401,1.598546738,2.062039237,1.511029183,1.728603968,1.635262337,1.496820967,1.699858693,1.999460173,1.728603968,1.728603968,1.994756334,1.598546738,1.780521537,1.838613979,2.146338396,1.788551501,1.938968532,1.668871339,2.134506538,1.668871339,2.058044533,1.931468811,1.925909704,2.017737864,1.88465362,1.717234014,1.954976188,1.644766713,2.364436529,2.486597761,1.872034472,1.878394124,2.112634338,1.778504245,2.30641989,2.162175939,2.157041221,1.644766713,1.543636159,2.312950663,2.183339021,1.511029183,1.572038935,1.861018802,1.496820967,1.359757309,2.143093727,1.796422446,1.679471161
