miRNA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,e1036,e1048,e1059,e1044,e1026,e1051,e1041,e1037,e1007,e1045,e1043,e1047,e1029,e1046,e1008,e1019,e1033,e1017,e1049,e1034,e1061,e1015,e1004,e1024,e1039,e1003,e1014,e1001,e1052,e1038,e1020,e1042,e1060,e1054,e1023,e1063,e1062,e1005,e1010,e1055,e1050,e1027,e1006,e1011,e1013,e1009,e1030,e1012,e1040,e1002,e1053,e1032,e1058,e1016,e1056,e1057,e1035,e1031,e1022,e1021
hsa-miR-221-3p,2.890002705,2.559748781,2.407208509,2.258160157,2.52808059,2.672391955,2.404763553,2.383669315,2.679753844,2.553272569,2.686843901,2.734514496,2.444341797,2.028342607,2.668515176,2.724763286,2.070243496,2.766358254,2.583350589,2.546845576,2.484432121,2.348242787,2.653268981,2.541847531,2.586235321,2.673627709,2.420590112,2.280102032,2.340291915,2.510428118,2.202812127,2.646901673,2.433855773,2.217289457,2.559748781,2.488391394,2.31282414,2.363717267,2.160439074,2.36624314,2.538482982,2.404763553,2.429527494,2.094581046,2.283315338,2.217289457,2.363717267,2.108697721,2.342958549,2.490284409,2.24500921,2.393091835,2.49762624,2.722566036,2.501471012,2.684592772,2.049731998,2.719248998,2.361324591,2.25801206,2.361324591,2.490284409,2.241509657,2.429527494,2.454867747,2.318490802,2.309814504,2.476855168,2.442383972,2.028342607,2.070243496,2.637611265,2.712537277,2.784852714,2.660959542,2.238131913,2.139482097,2.747033783,2.572564263,2.720209421,2.470820965,2.395451622,2.543371902,2.522860405,2.049880096,2.416127274,2.176391269,2.488243297,2.556522849,2.267618258,2.593873347,2.304181843,2.258160157,2.583350589,2.567709452,2.2923822,2.603997014,2.7763392,2.19177362,2.529954782,2.554900775,2.368754285,2.456913641,2.505136226,2.427346933,2.442383972,2.540168542,2.826591379,2.619659106,2.304033745,2.682180104,2.586383418,2.774390508,2.914102688,2.596833221,2.52808059,2.400132755,2.404911651,2.745992284,2.410283101,2.420941187,2.622958642,2.657529569,2.667289126,2.734504472,2.333463609,2.601230266,2.530024885,2.671334289,2.404768671,2.780388473,2.351744078,2.305554927,2.437552223,2.365951912,2.397139563,2.310002671,2.18617456,2.380847732,2.655968529,2.4713866,2.347381968,2.400886522,2.604174478,2.84453329,2.361892703,2.260228523,2.361892703,2.617468844,2.327990485,2.458658749,2.701646445,2.451235197,2.502795749,2.541169343,2.20715043,2.380847732,2.361038945,2.570012664,2.761299998,2.196869422,2.711863658,2.600472099,2.217195846,2.914285839,2.860512881,2.790642746,2.505909875,2.055979103,2.637500366,2.515904777,2.033012115,2.201138179,2.388589946,2.291245094,2.62631798,2.646483728,2.493078235,2.36997388
hsa-miR-222-3p,2.707934653,2.3706426,2.127271275,2.066712403,2.061893266,2.193772496,2.183436716,2.011537078,2.292516841,2.262426809,2.141646923,2.166971563,2.233679342,2.180573571,2.262426809,2.487645197,2.345952439,2.361821894,2.346425872,2.43602061,2.383554552,2.16993777,2.441173751,2.412775451,2.396102737,2.43602061,2.196538577,2.322253705,2.30488093,2.319812981,2.020747313,2.163505156,2.212865324,2.406296115,2.099557759,2.32997008,2.228173743,2.297222899,1.810907548,2.307404625,2.384027985,2.230699858,2.19050925,1.985891348,1.919424409,2.270701308,2.265202089,1.970548996,1.942400134,2.332358457,2.163505156,2.166498131,2.281500168,2.317832241,2.532385539,2.203421202,2.048595827,2.532385539,2.248758382,2.103552684,2.344111939,2.212865324,2.11918345,2.011537078,2.242973481,2.138454234,2.270701308,2.222113362,2.119656882,1.98636478,2.239579178,2.219051967,2.248758382,2.123006917,2.45403245,1.930829843,2.152467644,2.493845015,2.317832241,2.470037685,2.079027344,2.180100138,2.324681129,2.230699858,1.959684284,2.159538128,2.222113362,2.281500168,2.233679342,2.253995683,2.262900241,2.145756547,2.23711246,2.432229684,2.044073644,1.942873567,2.11918345,2.461690412,2.222113362,2.502521831,2.299790233,2.196538577,1.959684284,2.251622901,2.166971563,2.066712403,2.016405226,2.163031724,2.163031724,2.130556777,2.292516841,2.348727847,2.508977468,2.368927178,2.302816287,2.343638506,2.233679342,2.087826835,2.329496647,2.204431001,2.259067167,2.222014223,2.248823715,2.107340938,2.411603701,2.319966641,2.350641044,2.218300949,2.243602639,2.103732627,2.396309788,2.030277572,2.061836484,2.28359121,2.336992584,1.984832603,2.269056621,1.659780447,1.942753972,2.503118356,2.270697713,2.119440568,2.255681538,2.484658569,2.527218472,2.142601391,2.147077964,2.004330958,2.433200031,2.353328094,2.223349378,2.454578382,2.440812165,2.456354343,2.184580317,2.196607699,2.294544162,2.172182805,2.246685681,2.358645693,2.127864832,2.507203604,2.402260966,2.204431001,2.384137038,2.445889147,2.376727007,2.367787776,2.049309293,2.021223542,2.151505342,2.070031085,2.03191577,2.155884595,2.079369069,2.121817491,2.444827519,2.162365497,2.010626201
hsa-miR-223-3p,1.898030737,2.498716465,1.457906805,2.272312014,1.898030737,1.944874946,1.877790274,1.509153202,2.047258103,1.898030737,2.080988011,2.300653571,2.087433928,1.207570758,2.445913387,1.85657711,0.951814756,2.2805847,2.093800764,1.669147127,2.18452179,2.040168268,2.425806572,2.194655675,2.536781511,1.685567622,2.199613181,2.246442368,2.025663875,2.518165132,1.898030737,1.907823508,2.416911559,2.292727577,2.032976509,2.32726134,1.944874946,2.032976509,1.634321226,1.856562088,2.189625659,2.965804002,2.503675761,2.032976509,2.093800764,2.118304425,2.067802411,1.907823508,1.596448293,2.194655675,1.685567622,2.124224129,2.4374097,2.135842278,1.907823508,2.641561352,1.031141315,2.17938774,2.398524675,2.312241676,2.33093302,2.407815238,1.877790274,1.669147127,2.855136819,1.484284062,1.856562088,2.018241254,2.03299153,1.509153202,1.33272376,2.025678897,2.152686633,2.849607255,2.677610046,1.615788877,1.596448293,2.359226615,1.888043215,2.032976509,2.228310932,2.330917998,2.4374097,2.168888078,1.615803899,1.731394065,1.669147127,1.57620783,2.854024466,2.189610637,2.204544544,2.268108199,2.174177,2.334573975,2.093785742,2.319823698,2.513383859,2.124239151,1.685567622,1.907823508,1.57620783,1.701375853,2.498731486,2.067817433,1.701390875,1.917386343,1.509153202,2.626981237,2.163549465,1.532662368,2.554648945,2.112318089,2.413900533,2.376042623,2.093800764,2.194640653,2.604176464,2.2508746,2.38580535,2.412685208,1.913740374,2.431755673,2.04497635,2.139613825,2.535879118,1.926230611,2.076547278,2.236020991,1.995649823,1.913892958,1.81625363,1.461222117,1.470290518,1.889286316,1.583679295,2.296265951,1.723137054,1.321316007,1.887605056,1.826096997,2.37018753,2.305211982,2.603152392,2.328740634,3.016320611,1.600527292,2.236020991,2.152474248,2.281969733,2.450598797,1.886069722,2.198886523,2.293177463,2.060974968,2.768289468,1.447247132,1.600527292,1.692466657,2.099704515,2.239138448,1.735502474,2.229426222,2.604407764,2.180641765,2.379849882,2.779716225,2.243547441,1.728216846,1.744874283,2.146245126,1.902502842,1.983870711,1.920031246,2.116622246,3.036347841,2.779508476,1.930821666,2.393944698,1.694969526
hsa-miR-223-5p,2.767469612,3.268048808,2.566524114,2.829421708,2.830037359,2.96660997,2.730086679,2.543680978,2.552959013,2.813404721,2.883148289,2.931465333,2.971339389,2.034261459,3.100619909,2.782568497,2.1302287,3.006004125,2.894597433,2.577955964,2.902488421,2.856916897,2.973138092,3.204559615,3.246201669,2.588254669,2.800906614,3.016225466,2.820536842,3.200954193,2.405016407,2.744187898,3.003892307,3.005336575,2.676207929,3.078801278,2.834336488,2.63143466,2.619382481,2.585102505,3.022229748,3.306399076,3.293916531,2.610895295,2.907228203,3.168562031,2.745298016,2.389572702,2.623646375,2.837259582,2.862739971,2.787504482,3.188499688,2.702849823,2.673698884,3.078801278,2.120631396,3.05974729,2.995115403,2.579066081,3.17137356,3.336972672,2.593586743,2.592476625,3.216965215,2.589102262,2.662737659,2.843528022,2.798739014,2.783117062,2.447782377,2.655102134,2.786938249,3.170411805,3.334742405,2.377240314,2.75942872,2.92544152,2.679268473,2.612509248,2.988661654,2.572946882,3.124264739,2.764614469,2.140832048,2.666322075,2.809202739,2.53243387,3.259437869,2.840791069,2.726493899,2.946541725,2.845439193,3.037369262,2.646614948,3.085533132,3.097370448,3.098158724,2.578823325,2.984070572,2.621283135,2.353415579,2.926722073,2.733900831,2.642509803,2.723371021,2.382902063,2.964071192,2.953692644,2.341748053,3.069375971,3.042610342,3.032379609,3.084697184,2.672997773,2.814430601,2.662737659,2.961493121,3.105983645,3.006230497,2.378436617,2.850585656,2.902188139,2.893119898,3.160714785,2.960498115,2.93012502,3.080233869,2.804142471,2.7352226,2.521722734,2.841311151,2.229047207,2.885714622,2.669284685,2.920588708,2.550762667,2.571751711,2.661187457,2.340236379,2.621676344,2.90308378,2.854644417,3.057685559,3.517671203,2.623477692,3.246749103,3.147807794,3.500815439,2.864615059,2.49475035,2.492283887,2.477157595,2.681909324,3.244020224,2.204450586,2.5420493,2.523221428,2.749798722,3.097856408,2.669370077,2.910569964,3.178203631,2.753683719,2.955034361,3.214762929,2.872195427,2.261128256,2.535387665,2.646461034,2.546429662,2.646461034,2.794875026,2.605089185,3.225310883,3.349033033,2.751603551,2.968936304,2.450958497
hsa-miR-224-5p,1.08047725,1.23417385,1.000120028,0.901653918,1.577349997,1.42175666,1.17894336,1.565355155,0.774709022,0.842635337,1.526864369,1.768132071,1.404354366,0.468845347,1.484807036,1.87121883,0.289831118,1.23417385,0.842730786,1.115892984,1.148499013,1.25939603,1.622647991,1.367656178,1.438314811,1.000120028,1.484807036,1.23417385,1.17894336,1.367560729,1.207422145,1.000120028,1.115892984,0.774613573,1.283254165,1.283349614,1.207517594,1.08047725,0.774709022,1.148499013,1.79076616,0.595694793,1.62274344,1.305888255,1.727620337,1.207422145,0.842635337,1.283349614,1.673424405,1.600675441,1.775806491,1.917615607,1.825990998,1.760321813,1.348041037,1.58921329,1.17894336,2.02922052,1.469942815,0.468749898,1.43841026,1.000120028,1.81220025,1.259491479,1.367656178,1.540132975,1.283254165,1.877305382,1.080572698,1.042177361,0.774613573,0.953627803,1.526959818,1.900749808,1.883213673,1.25939603,1.552828799,1.000024579,1.600675441,0.901558469,1.347945589,1.454362688,1.421661212,1.540037527,-0.01593711,1.589117841,1.348041037,1.783254268,1.663725817,1.042081912,1.577445446,1.042177361,1.259491479,1.115892984,1.000024579,0.774709022,1.577349997,1.283349614,1.513381269,1.283349614,1.469847366,1.17894336,1.484902485,1.348041037,1.43841026,1.58921329,1.526959818,1.565259706,1.421661212,0.694160903,1.367656178,1.565355155,2.131950122,1.852438635,1.683009854,1.51328582,0.595694793,1.611847379,1.653809264,1.227493397,0.861724845,1.250728955,1.815954153,1.083726303,1.589788056,0.861724845,1.655018947,1.116694231,1.60940506,1.117001036,1.628130067,1.386339759,1.402493956,1.654712142,0.060244892,1.083726303,1.147217765,1.725493693,1.569189803,1.227186592,1.047888125,1.047888125,0.965236035,1.679988969,1.369219223,0.631230731,1.227186592,1.250728955,1.500690502,1.116694231,1.474939666,1.927435238,1.084033108,1.500383697,1.402493956,1.04819493,1.935892151,1.619180769,1.569496608,2.004003329,1.202523376,1.433017489,1.875280975,1.202523376,1.599713336,1.785876617,1.718510409,0.798540188,0.723138923,1.402493956,1.718203604,0.96554284,1.227186592,1.27299812,0.060244892,0.798233383,1.766715989,1.461127415,1.250728955
hsa-miR-320a,3.965234273,3.791662462,4.194057716,3.8582252,3.818036236,3.809333343,4.001593727,4.294641272,3.51700899,3.941779906,3.84328751,3.657936609,3.980878904,3.906539851,3.661615287,3.99748006,4.283348683,3.649551761,3.938928065,4.187823917,4.236845015,3.833636416,3.724024863,3.790204635,3.700697765,4.078582842,3.608595404,3.714561846,3.953079532,3.793267078,3.806810288,3.687987462,3.947190469,3.863415333,4.252578198,3.879449458,3.475250404,3.577108064,3.48161518,3.941905269,3.774416662,3.637649023,3.478007717,3.599982058,3.312671941,3.496191413,4.115443317,3.880417998,3.835680906,3.747230649,3.387562769,3.718825142,3.554911385,3.738263367,4.205426062,3.741094461,3.955433299,3.980747262,3.486051142,3.988096751,3.672873202,3.950811608,3.732665927,3.715478711,3.895667843,3.885658013,4.212458098,3.966734686,4.078522206,4.057163103,4.046334016,4.19803365,3.872902557,3.40449852,3.587255505,3.814552888,3.53987223,4.129231166,4.06568626,4.393921719,3.747789586,3.721994724,3.791066616,3.47386398,3.73370761,4.063238443,3.937196862,3.914195808,3.58318668,3.7636665,3.917893563,3.950688667,4.094499559,4.062990022,3.837020611,3.528586414,3.559671052,4.105708742,3.876725722,3.880466367,3.746334389,4.04770363,3.809218931,3.60646728,3.701624114,3.932345795,4.128328475,3.556054436,3.743809047,3.943448371,4.055533762,3.873148669,3.83706297,3.983221846,3.953385154,3.814044854,4.031578102,3.478631886,3.755510649,3.671353516,4.3081287,3.84926727,3.827193291,4.137934684,3.817532648,4.218321065,3.97526155,3.923532575,3.871749963,3.996548282,4.403627734,3.698622594,3.612306098,3.760432186,4.116351139,3.676338251,4.005074687,3.306079635,3.424306892,4.024507913,3.760644721,3.530341563,3.459580537,3.753636805,3.910912904,4.037719642,3.905905825,3.745305069,3.962865539,3.633425613,3.715981861,4.071182458,3.98196254,3.746730888,3.675990843,3.887855606,3.674163351,3.707563702,3.653534512,3.875318981,3.586883576,3.941576162,3.679898156,3.654744181,3.740335105,3.730911547,3.87081136,4.159315727,3.962665595,3.678292078,3.664574365,3.794024547,3.729663077,3.882632641,3.737885645,3.855100032,3.860004616,3.984391765,4.089567415
hsa-miR-320b,2.582447252,2.345081725,2.774618015,2.517059842,2.266670861,2.320177348,2.595570073,3.410712259,2.128018202,2.49501873,2.445448426,2.220520653,2.569887561,2.722165667,2.303113446,2.782464125,3.096574792,2.315788512,3.261292391,2.990530213,2.995545789,2.49501873,2.448069318,2.600938714,2.415497455,3.378765149,2.374041802,2.555932868,2.683614864,2.399690502,2.354956198,2.647776956,2.59447051,2.651687985,2.893087008,2.697329161,2.376650412,2.383272234,2.144455733,2.706254929,2.635276058,2.334972124,2.403760674,2.315788512,2.102103389,2.432095654,2.915391674,2.723541951,2.442811255,2.628455298,2.576400413,2.411244498,2.336673863,2.459725706,2.899797904,2.438754373,2.709796093,3.195002804,2.510302407,2.659699227,2.545159567,2.656715881,2.49735161,2.464810595,2.780065344,2.610908041,2.900802789,3.442575859,2.610908041,2.598178684,2.713307968,2.842064619,2.597254672,2.15767193,2.446760894,2.531962298,2.54671357,2.876745891,2.906994401,3.121095329,2.363013047,2.577660468,2.573791802,2.412666889,2.473565198,2.70767494,2.668609745,2.903045706,2.22459853,2.500827073,2.635276058,2.570530506,2.714515313,3.211646555,2.468473638,2.257089643,2.295696957,3.1501679,2.952619751,3.095480206,2.718176297,2.849724542,2.468584693,2.512566856,2.804033042,2.734394508,3.099466931,2.28624037,2.45197057,2.839456008,3.321650291,2.820204284,2.722854367,2.61624878,2.750170312,2.565947086,2.742367958,2.410993952,2.581494203,2.41278618,3.096173483,2.568340715,2.831372273,2.837027553,2.617780753,3.152661442,2.744465717,2.670556502,2.703057497,2.767147175,3.419237173,2.487830711,2.471247112,2.563260383,2.762967761,2.766259309,2.769527374,2.328128872,2.304782577,3.002000034,2.479403303,2.169999747,2.149454964,2.634629876,2.879919392,2.790738195,3.1035619,2.497447855,2.882021304,2.394248025,2.532414089,2.940922464,2.837759268,2.613222786,2.469131303,2.652027102,3.052088754,2.589639142,2.718146255,2.625677046,2.429273837,2.772646304,2.608619009,2.41278618,2.5459071,2.481443716,2.578083563,2.766039384,2.554665912,2.176386741,2.592930083,2.351276463,2.485497476,2.304782577,2.260824172,2.197297211,2.665135469,2.758541911,2.651295387
hsa-miR-320c,1.876005381,1.615204933,2.075091599,1.87726491,1.605921863,1.607181393,1.822647898,2.961013067,1.343978455,1.76175187,1.713356874,1.47670303,1.844788449,2.173942301,1.615204933,2.203217661,2.44986934,1.667064758,2.938851063,2.418015174,2.368239103,1.683053478,1.811136653,2.03868607,1.799309992,2.995469119,1.69847105,1.914399218,1.895629038,1.7347652,1.534665831,2.111590466,1.929219426,1.860679057,2.083250176,2.114497185,1.788409672,1.615204933,1.513201897,1.962167579,2.078253856,1.523453613,1.846047978,1.4754435,1.524713143,1.92348684,2.1572652,2.024647561,1.787150143,1.979565292,2.212550914,1.72774641,1.741671685,1.856706448,2.084509706,1.749728932,2.051022818,2.802783983,2.062205684,1.828290411,1.896888567,2.078253856,1.7809393,1.896888567,2.349800334,1.887188247,2.204310432,3.225860978,1.835119645,1.872216361,1.974327429,2.123101712,1.867108063,1.462557585,1.909782638,1.839358866,2.121842183,2.012551158,2.268744136,2.24030178,1.63319279,1.828290411,1.905116147,1.895629038,1.82954994,2.141276479,2.021065415,2.491612888,1.500115708,1.774637785,1.950914752,1.756421254,1.915658747,2.863571669,1.7347652,1.69973058,1.576811097,2.689064753,2.452454972,2.727832951,2.279475548,2.107404512,1.887188247,1.924746369,2.323841846,2.176459195,2.635344593,1.667064758,1.805263826,2.326134979,2.985186811,2.3202597,1.998924864,1.915658747,2.03868607,1.905116147,1.945402517,1.892065656,2.016193763,1.745497054,2.172340389,1.784339808,2.456689714,2.287934138,2.014590691,2.510069449,2.057986822,2.114117292,2.122926188,1.908223635,2.880281279,1.915313637,1.893688105,2.014590691,2.114117292,2.420773855,2.152427087,1.921466929,1.820696317,2.579584013,1.802896885,1.567880648,1.500667016,2.026453167,2.501004142,2.105126756,2.76195106,1.935093837,2.399000068,1.793717062,1.878651252,1.980513292,1.908223635,1.921466929,1.6660002,1.922290195,2.789272557,2.087392943,2.403614138,2.114940558,1.929156881,2.224520065,2.081804323,1.838620816,2.118543985,1.967406805,1.992459945,1.846926316,1.639520974,1.399628241,2.127264787,1.443267184,1.90740037,1.398804975,1.295733432,1.350307758,1.921466929,2.109645196,1.877827986
hsa-miR-320d,1.594889203,1.178288033,1.729337474,1.391125235,1.296449049,1.157067183,1.278872807,2.542022484,1.048861713,1.360352488,1.296449049,1.180346265,1.41598565,1.532009415,1.178288033,1.835427176,1.694396233,1.01489569,2.293334777,1.845213009,2.002967636,1.22137978,1.200372778,1.455507339,1.389067002,2.344805913,1.130398931,1.465245957,1.345243635,1.428839086,0.942969195,1.489970377,1.551583609,1.178288033,1.519819934,1.660850876,1.243467583,1.046803481,1.10635474,1.32958525,1.489970377,1.104296507,1.37700731,0.901932623,1.202431011,1.465245957,1.465245957,1.347301867,1.41598565,1.362410721,1.430897319,1.200372778,1.241409351,1.391125235,1.455507339,1.048861713,1.441319905,2.164890473,1.570306478,1.241409351,1.391125235,1.630083638,1.260548418,1.347301867,1.70323505,1.243467583,1.619977356,2.820843841,1.532009415,1.551583609,1.278872807,1.782854866,1.362410721,1.076508922,1.498812932,1.345243635,1.586190763,1.519819934,1.716484038,1.707852271,1.260548418,1.130398931,1.476728188,1.345243635,1.362410721,1.775168342,1.561046806,1.92246034,1.076508922,1.155008951,1.511502771,1.561046806,1.579371194,2.431068468,1.178288033,1.347301867,1.178288033,2.263263058,1.886689151,2.28295938,1.780796633,1.465245957,1.46730419,1.262606651,1.79931132,1.709910504,1.981004445,1.130398931,1.402736662,1.843154776,2.334060589,1.815161875,1.46730419,1.418043883,1.500871165,1.558988574,1.389067002,1.391125235,1.441319905,1.252448446,1.512304119,1.110104288,2.036368587,1.877904138,1.533720243,1.887344146,1.492350236,1.770309236,1.57365171,1.325775745,2.068422493,1.210612665,1.290641522,1.610251523,1.837972669,2.022861568,1.770309236,1.161804381,1.110104288,2.142225096,1.288080548,1.249887473,0.903799265,1.536281216,1.848301228,1.770309236,2.449082537,1.323214772,1.974578923,1.161804381,1.290641522,1.325775745,1.112665261,1.249887473,1.164365355,1.290641522,2.02966703,1.388588926,1.796602663,1.514865092,1.210612665,1.556700873,1.440967496,1.388588926,1.704673258,1.440967496,1.468617782,1.468617782,1.249887473,1.164365355,1.858392326,1.112665261,1.644033069,1.110104288,0.983828121,1.323214772,1.355743982,1.914503949,1.57365171
hsa-miR-323a-3p,1.349083704,1.000407678,0.468847788,0.843544588,1.081034937,1.180582426,1.081034937,1.209123013,-0.016986686,0.288673039,1.528390752,0.468847788,0.901727888,1.307802803,1.116431871,0.902595588,-0.017854386,1.541592497,1.180582426,0.596068163,1.235065072,0.774507512,1.235065072,1.11729957,1.528390752,0.902595588,1.387562362,1.149204313,1.042556279,1.081034937,0.467980088,0.596068163,0.289540739,0.901727888,1.514782737,0.775375212,0.95468226,0.953814561,1.285119595,1.405614893,1.307802803,-0.017854386,0.95468226,0.693880253,0.775375212,1.081034937,1.179714727,0.468847788,1.762259162,1.001275378,1.440516734,1.284251895,1.081034937,1.800946956,1.515650437,1.180582426,1.59077932,1.778645142,1.73877802,0.288673039,1.423826995,1.081902637,0.467980088,1.82903421,0.902595588,1.6664169,1.116431871,2.192908486,1.150072013,0.775375212,-0.017854386,0.95468226,1.440516734,1.000407678,1.754290917,0.693880253,1.042556279,1.349083704,1.755158617,1.73791032,0.953814561,1.042556279,1.514782737,1.613462527,1.001275378,1.68477943,1.261209685,1.720899545,0.467980088,0.595200463,1.835785877,0.694747953,0.843544588,1.235932771,1.235065072,0.468847788,1.042556279,1.329379062,1.235932771,1.406482592,1.879496595,0.467980088,1.406482592,1.423826995,0.596068163,0.596068163,1.307802803,0.693880253,0.901727888,-0.017854386,1.82903421,1.329379062,1.349951403,1.808137774,1.307802803,1.387562362,0.693880253,1.285119595,0.953814561,1.079221545,0.508498785,1.242676955,1.742780913,0.508498785,1.305840603,1.219256143,1.454674091,1.393353154,1.465424819,1.345801517,0.910396159,1.327587291,1.170655204,1.408817353,0.0583395,1.423719091,1.076536557,1.219256143,1.526695841,1.040883415,0.958658068,0.910396159,1.076536557,1.363240432,0.508498785,0.342358387,0.79251767,0.508498785,1.426404079,0.79251767,1.592544477,1.440782841,0.629062261,0.508498785,1.703039835,0.061024489,1.599501173,1.582670442,2.088791912,1.783908385,1.327587291,1.758684875,1.194415045,1.197100034,1.873878375,1.515152749,1.994441852,0.511183773,0.0583395,1.426404079,1.040883415,0.345043376,0.910396159,0.342358387,0.0583395,0.508498785,0.855681318,0.958658068,0.855681318
hsa-miR-323b-3p,1.572626341,0.513112239,1.14354254,0.884287269,1.421014183,1.599363203,1.137767288,1.699910208,0.619434495,1.077598928,1.503167068,1.196614794,1.137767288,1.699910208,1.477411865,0.70158738,0.765271403,1.776287843,1.14354254,0.70158738,1.503167068,0.613659244,1.008139653,1.395701703,1.677444406,1.049981618,1.572626341,1.421014183,1.108686658,1.503167068,0.925986768,0.93176202,0.771046655,1.008139653,1.905915477,0.884287269,1.326242429,1.215201874,1.609489324,2.026492151,1.049981618,0.200784715,1.170859591,0.513112239,1.170859591,1.281260428,0.825439763,0.619434495,1.916041596,1.170859591,1.731543782,1.373539432,1.238314293,2.084031693,1.683219658,1.395701703,1.925945146,1.545009032,1.469735569,0.513112239,1.964762984,0.974708155,0.825439763,2.066219359,0.884287269,1.839663963,1.281260428,1.964762984,1.508942319,1.521288115,-0.11154281,1.083374179,1.455870063,1.190839543,1.868566847,1.16508434,1.190839543,1.710229289,1.896061646,1.940403928,1.389926452,1.108686658,2.074749861,1.762422337,1.411513619,2.078256442,0.884287269,1.827840388,0.765271403,1.320467178,1.931720397,0.389259856,0.619434495,1.362309142,1.539233781,-0.105767558,0.968932903,1.802092763,1.266074069,1.483187116,2.247963224,0.613659244,1.170859591,1.723841144,0.619434495,0.884287269,1.788839062,1.044206366,1.796317512,1.044206366,1.266074069,1.647860867,1.170859591,1.731543782,1.656964073,1.190839543,1.077598928,0.70158738,0.968932903,1.415463176,0.223691614,1.313126617,1.710615588,0.768409115,1.597576494,1.768626293,1.82003217,1.455723297,1.560126206,1.716238929,0.655370021,1.69752441,1.415463176,1.744805023,0.223691614,1.585485367,1.438256838,1.260658044,1.4199777,1.313126617,1.260658044,1.260658044,1.231538752,1.574782832,0.496050365,0.856089049,1.040767866,0.223691614,1.143104425,0.927728771,1.82003217,1.725272214,0.670026646,0.496050365,1.940025971,0.238348239,1.336947886,1.965061865,2.312281098,2.116212191,1.547673419,1.979351826,1.336947886,1.452913464,2.295614593,1.653010595,2.242241911,0.51070699,0.223691614,1.635353353,0.856089049,0.670026646,0.655370021,0.655370021,0.223691614,1.040767866,1.165898087,1.040767866,0.768409115
hsa-miR-328-3p,1.028311425,1.631067898,1.548140349,1.025873194,2.248113331,2.504673872,2.099962108,2.212659137,0.693705404,2.08775,2.137370604,2.205733696,1.789493845,1.916040114,1.837013256,2.148479786,2.156217309,2.352575416,1.628629668,1.726284955,0.98815837,1.9906331,1.763560229,1.799447337,1.842593314,1.747530879,1.801885568,1.713939625,1.666195586,1.550578579,1.648997761,1.845662197,1.025873194,1.582590546,1.728723185,1.371742622,1.688305361,1.406603631,1.938574266,1.59274256,1.925198914,1.028311425,1.404165401,1.807947373,1.817377201,1.994515969,1.491143829,1.354544797,2.382851109,1.726284955,2.417197856,2.262677831,2.221910803,2.466348534,1.688305361,2.151137764,2.327034979,1.774288328,2.380412879,0.894150622,2.223954404,1.5012823,2.411096167,2.313930654,1.513494407,2.1209348,1.932142944,1.817377201,1.992077739,2.140403726,1.539343561,1.475741862,1.976326812,1.713939625,1.776726558,2.090836374,1.87460528,1.949699159,2.046395979,1.390704076,1.986714113,1.666195586,1.894670416,2.158842166,1.856465051,2.500186661,1.793297035,2.411096167,1.795735266,1.713939625,1.747530879,1.600217452,1.733486638,1.025873194,1.682718811,0.693705404,1.515932638,2.143112984,1.805509143,1.646559531,2.290378111,1.713939625,1.127471926,2.196319042,1.628629668,1.298289596,2.018299689,1.612340894,1.690743591,2.065488085,1.354544797,2.156403936,2.153779079,2.046395979,1.559083515,1.848100428,1.300727826,2.025501372,2.093900302,1.390622165,1.397369304,2.118754975,2.004500836,1.475932468,1.723346581,1.819658487,1.671776418,1.475932468,1.928070491,1.795162608,1.754365678,2.143223088,2.24382987,2.033011735,1.276115933,2.118754975,1.641859351,1.792777696,1.899559592,1.906850991,1.457487524,1.352546279,1.510784395,2.184502712,1.853264623,1.11231224,1.352546279,1.510784395,1.390622165,1.899559592,1.581306649,2.088370408,1.566835174,1.801909747,2.419171173,1.240857897,2.267680196,1.941626612,2.55386373,2.419171173,1.846517485,2.068565975,2.13684512,1.885406224,2.507241917,1.914031066,2.712873439,1.14320805,1.457487524,1.862460902,1.701468879,1.411527198,1.438289519,1.773963755,1.375491601,1.666616952,1.783464801,1.602093212,1.457487524
